date,merchant_id,channel,txn_count,total_amt
2025-12-29,White-Howard,TNG eWallet Offline,1,76.19
2025-12-29,"Whitehead, Payne and Smith",FPX,1,688.53
2025-12-29,Williams PLC,DuitNow QR Offline,1,42.39
2025-12-29,Williams PLC,FPX,1,40.1
2025-12-29,Williams-Walker,FPX,1,44.06
2025-12-29,Williams-Walker,Mastercard,1,39.66
2025-12-30,Aguilar PLC,Mastercard,1,21.68
2025-12-30,Aguilar PLC,TNG eWallet,1,304.73
2025-12-30,Aguilar PLC,Visa,1,48.95
2025-12-30,Aguirre-Adams,DuitNow QR Offline,1,1124.16
2025-12-30,Aguirre-Adams,Visa,1,26.17
2025-12-30,Ashley-Thomas,Mastercard,1,23.44
2025-12-30,Avery Ltd,FPX,1,39.47
2025-12-30,Avery Ltd,Visa,1,500.46
2025-12-30,Bailey Group,DuitNow QR Offline,1,372.72
2025-12-30,Bailey Group,TNG eWallet Offline,1,38.37
2025-12-30,Barnes-Taylor,PayLater by Grab,1,50.46
2025-12-30,Barnes-Taylor,TNG eWallet,1,38.3
2025-12-30,Barnes-Taylor,TNG eWallet Offline,1,941.65
2025-12-30,Burke-Woods,Google Pay,1,1.23
2025-12-30,Burke-Woods,Visa,1,48.0
2025-12-30,Burns LLC,DuitNow QR,1,39.97
2025-12-30,Burns LLC,TNG eWallet Offline,1,10.97
2025-12-30,Burns LLC,Visa,1,0.49
2025-12-30,"Cameron, Williams and Rojas",DuitNow QR Offline,1,36.48
2025-12-30,"Cameron, Williams and Rojas",TNG eWallet Offline,1,32.27
2025-12-30,"Cameron, Williams and Rojas",Visa,1,281.95
2025-12-30,Campbell Ltd,PayLater by Grab,1,464.79
2025-12-30,"Carlson, Lyons and Gonzalez",FPX,1,39.26
2025-12-30,Carter Group,Mastercard,1,15.46
2025-12-30,Carter Group,TNG eWallet Offline,1,36.32
2025-12-30,Chapman and Sons,Apple Pay,1,14.12
2025-12-30,Chapman and Sons,DuitNow QR,1,61.43
2025-12-30,Chapman and Sons,Google Pay,1,20.1
2025-12-30,Chapman and Sons,TNG eWallet Offline,1,56.44
2025-12-30,Chapman-Herrera,FPX,1,26.59
2025-12-30,Chapman-Herrera,TNG eWallet,1,172.68
2025-12-30,Chavez-Ball,FPX,1,10.04
2025-12-30,Chavez-Ball,Visa,1,4.56
2025-12-30,"Cowan, Ritter and Nichols",DuitNow QR Offline,1,61.67
2025-12-30,Cowan-Reyes,DuitNow QR Offline,1,20.54
2025-12-30,Cowan-Reyes,FPX,1,29.46
2025-12-30,Cowan-Reyes,Google Pay,1,7.16
2025-12-30,Cowan-Reyes,TNG eWallet,1,66.06
2025-12-30,Cox-Strong,FPX,1,6.28
2025-12-30,Cruz-Henry,DuitNow QR Offline,1,35.63
2025-12-30,Cruz-Henry,Shopee PayLater,1,33.92
2025-12-30,Cruz-Henry,TNG eWallet Offline,1,34.19
2025-12-30,Dean and Sons,Mastercard,1,16.91
2025-12-30,Dean and Sons,TNG eWallet,1,38.41
2025-12-30,Delacruz-Gilmore,Apple Pay,1,282.25
2025-12-30,Delacruz-Gilmore,TNG eWallet,2,68.63
2025-12-30,Delacruz-Gilmore,Visa,1,44.73
2025-12-30,Dixon-Johnson,TNG eWallet,1,26.39
2025-12-30,Douglas LLC,DuitNow QR Offline,1,20.24
2025-12-30,Douglas LLC,Mastercard,1,27.53
2025-12-30,Ellison-Park,DuitNow QR Offline,1,20.88
2025-12-30,Ellison-Park,Visa,1,27.3
2025-12-30,Figueroa Group,DuitNow QR,1,20.92
2025-12-30,Figueroa Group,TNG eWallet,1,28.8
2025-12-30,Figueroa Group,TNG eWallet Offline,1,25.96
2025-12-30,Figueroa Group,Visa,1,29.35
2025-12-30,Gomez LLC,TNG eWallet Offline,1,56.26
2025-12-30,Gomez PLC,DuitNow QR,1,56.41
2025-12-30,Gomez PLC,DuitNow QR Offline,2,57.55
2025-12-30,Gomez PLC,FPX,1,32.54
2025-12-30,Gonzales-Brown,TNG eWallet,2,67.94
2025-12-30,Green-Vaughan,DuitNow QR,1,5.75
2025-12-30,Hart LLC,DuitNow QR Offline,1,41.02
2025-12-30,Hart LLC,PayLater by Grab,1,33.21
2025-12-30,Hart LLC,TNG eWallet Offline,1,570.48
2025-12-30,Hartman Group,FPX,1,40.95
2025-12-30,Hawkins-Wagner,PayLater by Grab,1,0.45
2025-12-30,"Hernandez, Church and Hughes",DuitNow QR,1,0.93
2025-12-30,Hernandez-Mitchell,DuitNow QR,1,18.38
2025-12-30,Hernandez-Mitchell,DuitNow QR Offline,1,12.54
2025-12-30,Hernandez-Mitchell,FPX,1,42.93
2025-12-30,Hernandez-Mitchell,Mastercard,1,44.45
2025-12-30,Hernandez-Mitchell,TNG eWallet Offline,1,42.71
2025-12-30,"Huang, Berger and Martin",DuitNow QR Offline,1,48.97
2025-12-30,"Huang, Berger and Martin",TNG eWallet Offline,1,6.46
2025-12-30,"Hughes, Taylor and Hicks",DuitNow QR,1,24.0
2025-12-30,"Hughes, Taylor and Hicks",DuitNow QR Offline,1,14.82
2025-12-30,Ibarra Ltd,Mastercard,1,39.51
2025-12-30,Ibarra Ltd,TNG eWallet Offline,1,22.14
2025-12-30,Johnson-Becker,TNG eWallet,1,363.84
2025-12-30,Johnson-Simpson,DuitNow QR Offline,1,16.42
2025-12-30,Kaufman-Hooper,DuitNow QR,1,35.76
2025-12-30,Kaufman-Hooper,TNG eWallet,1,58.48
2025-12-30,Kelley-Wade,Mastercard,1,45.41
2025-12-30,King-Martinez,DuitNow QR Offline,2,127.06
2025-12-30,Lee Inc,DuitNow QR,1,39.61
2025-12-30,Lee-White,DuitNow QR Offline,2,33.95
2025-12-30,Lee-White,FPX,1,58.42
2025-12-30,Lee-White,PayLater by Grab,1,16.63
2025-12-30,Logan Inc,TNG eWallet Offline,1,31.34
2025-12-30,"Logan, Saunders and Hayes",DuitNow QR,1,32.3
2025-12-30,"Logan, Saunders and Hayes",DuitNow QR Offline,1,6.34
2025-12-30,Logan-Silva,DuitNow QR,2,349.98
2025-12-30,Martinez Ltd,Visa,1,40.43
2025-12-30,Mathews-Hudson,TNG eWallet,1,68.94
2025-12-30,"May, Brown and Walters",FPX,2,29.27
2025-12-30,"May, Brown and Walters",Mastercard,2,70.06
2025-12-30,"Mcmillan, Fowler and Calderon",TNG eWallet Offline,1,24.42
2025-12-30,"Mcmillan, Fowler and Calderon",Visa,1,52.99
2025-12-30,Mejia and Sons,DuitNow QR Offline,1,63.2
2025-12-30,Mejia and Sons,TNG eWallet,2,63.86
2025-12-30,Mejia-Bradley,PayLater by Grab,1,0.61
2025-12-30,Mejia-Bradley,TNG eWallet,1,51.81
2025-12-30,Mitchell-Wood,DuitNow QR Offline,2,36.07
2025-12-30,Mitchell-Wood,TNG eWallet,1,55.02
2025-12-30,Morrow-Moore,DuitNow QR Offline,2,104.99000000000001
2025-12-30,Morrow-Moore,PayLater by Grab,1,29.65
2025-12-30,Nguyen-Sheppard,DuitNow QR Offline,2,119.38
2025-12-30,Parks LLC,DuitNow QR,1,19.6
2025-12-30,Parks LLC,TNG eWallet,1,0.48
2025-12-30,Patel and Sons,FPX,1,37.6
2025-12-30,Patel and Sons,Mastercard,1,35.65
2025-12-30,Patel and Sons,TNG eWallet,1,24.91
2025-12-30,Patel and Sons,TNG eWallet Offline,1,42.2
2025-12-30,Patel and Sons,Visa,1,973.99
2025-12-30,"Perez, Knox and Cardenas",DuitNow QR,1,0.55
2025-12-30,Petersen LLC,TNG eWallet Offline,1,21.7
2025-12-30,Peterson Group,PayLater by Grab,1,27.95
2025-12-30,Phillips Ltd,DuitNow QR,1,46.35
2025-12-30,Phillips Ltd,DuitNow QR Offline,2,85.75999999999999
2025-12-30,Phillips Ltd,FPX,1,75.41
2025-12-30,Phillips Ltd,TNG eWallet Offline,1,17.01
2025-12-30,Phillips PLC,DuitNow QR Offline,1,8.12
2025-12-30,"Ramirez, Cruz and Patrick",DuitNow QR Offline,1,76.04
2025-12-30,"Ramirez, Cruz and Patrick",TNG eWallet Offline,1,18.05
2025-12-30,"Ramirez, Cruz and Patrick",Visa,1,37.2
2025-12-30,Reed Group,FPX,1,68.4
2025-12-30,Reed Group,TNG eWallet,1,123.52
2025-12-30,Reed Group,Visa,1,22.67
2025-12-30,"Rice, Prince and Johnson",Visa,1,18.82
2025-12-30,Richards-Little,TNG eWallet Offline,1,43.58
2025-12-30,Richards-Little,Visa,1,53.49
2025-12-30,Richardson-Goodman,TNG eWallet,1,47.6
2025-12-30,Robinson Ltd,DuitNow QR Offline,1,291.35
2025-12-30,Robinson Ltd,Shopee PayLater,1,26.15
2025-12-30,Robinson Ltd,TNG eWallet Offline,1,68.33
2025-12-30,"Roman, Willis and Rojas",DuitNow QR,1,62.9
2025-12-30,"Roman, Willis and Rojas",Mastercard,1,63.0
2025-12-30,"Roman, Willis and Rojas",Visa,1,29.01
2025-12-30,"Romero, Morrison and Morales",Google Pay,1,40.63
2025-12-30,"Romero, Morrison and Morales",PayLater by Grab,1,0.18
2025-12-30,Ross Inc,FPX,1,27.45
2025-12-30,Ross Inc,Shopee PayLater,1,16.17
2025-12-30,Ross Inc,TNG eWallet Offline,1,0.47
2025-12-30,"Schmidt, Villanueva and Smith",Shopee PayLater,1,47.66
2025-12-30,"Simmons, Mccarty and Weaver",DuitNow QR,1,1227.07
2025-12-30,"Simmons, Mccarty and Weaver",DuitNow QR Offline,1,51.86
2025-12-30,"Simon, Butler and Scott",Mastercard,1,39.96
2025-12-30,"Simon, Butler and Scott",TNG eWallet Offline,1,0.44
2025-12-30,"Smith, Cooper and Cabrera",DuitNow QR,1,42.34
2025-12-30,"Smith, Cooper and Cabrera",FPX,1,36.61
2025-12-30,"Smith, Ferguson and Lewis",DuitNow QR,1,613.05
2025-12-30,Stein-Kelly,DuitNow QR Offline,1,69.85
2025-12-30,Stein-Kelly,FPX,4,111.06
2025-12-30,Stein-Kelly,Mastercard,1,36.96
2025-12-30,"Stone, Marshall and Knox",TNG eWallet,1,25.42
2025-12-30,Sullivan Group,FPX,1,34.44
2025-12-30,Sullivan Group,TNG eWallet,1,0.5
2025-12-30,Thomas PLC,DuitNow QR,1,21.1
2025-12-30,Thomas PLC,FPX,1,42.05
2025-12-30,"Townsend, Bishop and Mccoy",DuitNow QR Offline,2,754.35
2025-12-30,"Townsend, Bishop and Mccoy",TNG eWallet,1,48.76
2025-12-30,"Townsend, Bishop and Mccoy",TNG eWallet Offline,1,48.92
2025-12-30,"Tran, Ellis and West",Mastercard,1,37.93
2025-12-30,"Tran, Ellis and West",TNG eWallet,1,7.55
2025-12-30,Vasquez PLC,DuitNow QR,1,29.61
2025-12-30,Vega-Nelson,TNG eWallet,1,49.87
2025-12-30,Vega-Nelson,Visa,2,74.92
2025-12-30,Warren-Avila,DuitNow QR,1,32.81
2025-12-30,White-Howard,FPX,1,61.97
2025-12-30,White-Howard,TNG eWallet,1,28.07
2025-12-30,"Whitehead, Payne and Smith",Visa,1,40.59
2025-12-30,Williams PLC,DuitNow QR,1,49.8
2025-12-30,Williams PLC,Mastercard,1,37.92
2025-12-30,Williams PLC,TNG eWallet,1,635.73
2025-12-30,Williams-Walker,Visa,1,19.26
2025-12-31,Acosta PLC,TNG eWallet,1,28.78
2025-12-31,Acosta PLC,TNG eWallet Offline,1,69.21
2025-12-31,Aguilar PLC,PayLater by Grab,1,64.71
2025-12-31,Aguilar PLC,TNG eWallet,1,39.36
2025-12-31,"Aguilar, Roberts and Pruitt",TNG eWallet,1,29.99
2025-12-31,"Aguilar, Roberts and Pruitt",Visa,1,52.46
2025-12-31,Aguirre-Adams,Visa,1,39.17
2025-12-31,Ashley-Thomas,FPX,1,46.04
2025-12-31,Avery Ltd,PayLater by Grab,1,337.28
2025-12-31,Bailey Group,DuitNow QR,1,22.09
2025-12-31,Bailey Group,Google Pay,1,25.82
2025-12-31,Bailey Group,TNG eWallet,2,945.86
2025-12-31,Barnes-Taylor,DuitNow QR,1,0.59
2025-12-31,Barnes-Taylor,TNG eWallet,1,26.46
2025-12-31,Benton LLC,DuitNow QR,1,37.12
2025-12-31,Benton LLC,TNG eWallet Offline,1,0.58
2025-12-31,Burke-Woods,TNG eWallet,2,1317.16
2025-12-31,Burke-Woods,TNG eWallet Offline,1,37.31
2025-12-31,Burns LLC,DuitNow QR,1,38.79
2025-12-31,Burns LLC,Google Pay,1,51.52
2025-12-31,"Cameron, Williams and Rojas",Apple Pay,1,51.72
2025-12-31,"Cameron, Williams and Rojas",DuitNow QR,2,88.08
2025-12-31,"Cameron, Williams and Rojas",FPX,1,29.12
2025-12-31,"Cameron, Williams and Rojas",TNG eWallet,1,82.12
2025-12-31,Campbell Ltd,FPX,1,17.17
2025-12-31,Campbell Ltd,PayLater by Grab,1,487.38
2025-12-31,Carter Group,DuitNow QR,1,41.62
2025-12-31,Carter Group,TNG eWallet,1,45.48
2025-12-31,Chapman and Sons,DuitNow QR Offline,1,689.68
2025-12-31,Chapman-Herrera,DuitNow QR,2,67.30000000000001
2025-12-31,Chapman-Herrera,DuitNow QR Offline,1,505.02
2025-12-31,Chapman-Herrera,FPX,1,0.47
2025-12-31,"Colon, Jensen and Russell",TNG eWallet Offline,1,420.15
2025-12-31,"Colon, Jensen and Russell",Visa,1,57.66
2025-12-31,"Cowan, Ritter and Nichols",DuitNow QR Offline,1,22.13
2025-12-31,"Cowan, Ritter and Nichols",FPX,1,19.46
2025-12-31,"Cowan, Ritter and Nichols",TNG eWallet,1,1168.57
2025-12-31,Cowan-Reyes,TNG eWallet,1,603.42
2025-12-31,Cox-Strong,FPX,1,19.58
2025-12-31,Cruz-Henry,Apple Pay,1,540.13
2025-12-31,Cruz-Henry,TNG eWallet,2,31.28
2025-12-31,Cruz-Henry,TNG eWallet Offline,1,26.09
2025-12-31,Dean and Sons,FPX,2,27.36
2025-12-31,Dean and Sons,PayLater by Grab,1,51.43
2025-12-31,Dean and Sons,TNG eWallet,1,28.55
2025-12-31,Dean and Sons,Visa,1,20.7
2025-12-31,Delacruz-Gilmore,FPX,1,27.83
2025-12-31,Delacruz-Gilmore,TNG eWallet,1,32.85
2025-12-31,Delacruz-Gilmore,TNG eWallet Offline,1,55.26
2025-12-31,Dixon-Johnson,Mastercard,1,33.97
2025-12-31,Douglas LLC,Google Pay,1,10.14
2025-12-31,Figueroa Group,DuitNow QR,1,11.51
2025-12-31,Figueroa Group,TNG eWallet,2,39.16
2025-12-31,Gomez LLC,TNG eWallet,1,70.6
2025-12-31,Gomez PLC,DuitNow QR Offline,2,140.89
2025-12-31,Gonzales-Brown,DuitNow QR,1,13.65
2025-12-31,Gonzales-Brown,DuitNow QR Offline,1,29.97
2025-12-31,Gonzales-Brown,PayLater by Grab,1,26.56
2025-12-31,Green-Vaughan,DuitNow QR Offline,1,7.47
2025-12-31,Green-Vaughan,Visa,1,1203.79
2025-12-31,Hall Inc,FPX,2,68.86
2025-12-31,Hall and Sons,DuitNow QR Offline,1,43.88
2025-12-31,Hall and Sons,TNG eWallet Offline,1,63.35
2025-12-31,Hart LLC,DuitNow QR Offline,1,61.19
2025-12-31,Hartman Group,FPX,1,64.07
2025-12-31,Hawkins-Wagner,TNG eWallet,1,20.48
2025-12-31,"Hernandez, Church and Hughes",TNG eWallet,1,48.71
2025-12-31,Hernandez-Mitchell,Apple Pay,1,16.74
2025-12-31,Hernandez-Mitchell,DuitNow QR Offline,1,34.49
2025-12-31,"Huang, Berger and Martin",TNG eWallet,1,49.34
2025-12-31,"Huang, Berger and Martin",TNG eWallet Offline,1,0.7
2025-12-31,Hughes and Sons,DuitNow QR,1,15.43
2025-12-31,"Hughes, Taylor and Hicks",DuitNow QR Offline,1,0.21
2025-12-31,Ibarra Ltd,DuitNow QR,1,60.1
2025-12-31,Ibarra Ltd,Shopee PayLater,2,629.15
2025-12-31,Ibarra Ltd,TNG eWallet Offline,1,234.29
2025-12-31,"James, Potter and Nguyen",DuitNow QR,1,29.66
2025-12-31,"James, Potter and Nguyen",TNG eWallet,1,28.42
2025-12-31,"Jordan, Robinson and Davis",TNG eWallet,1,15.9
2025-12-31,"Jordan, Robinson and Davis",Visa,1,14.68
2025-12-31,Kaufman-Hooper,Google Pay,1,0.41
2025-12-31,Kaufman-Hooper,TNG eWallet,2,61.68
2025-12-31,Kelley-Wade,FPX,1,25.88
2025-12-31,Kelley-Wade,TNG eWallet,1,65.34
2025-12-31,King-Martinez,FPX,2,118.56
2025-12-31,Lee Inc,FPX,2,829.8000000000001
2025-12-31,Lee Inc,TNG eWallet Offline,1,0.55
2025-12-31,Lee-White,FPX,1,17.54
2025-12-31,Lewis Inc,DuitNow QR Offline,1,21.21
2025-12-31,Logan Inc,DuitNow QR,1,25.03
2025-12-31,"Logan, Saunders and Hayes",DuitNow QR,1,8.09
2025-12-31,"Logan, Saunders and Hayes",Visa,1,49.67
2025-12-31,Logan-Silva,Mastercard,1,61.36
2025-12-31,Logan-Silva,TNG eWallet,1,42.12
2025-12-31,Logan-Silva,TNG eWallet Offline,1,42.2
2025-12-31,"Marshall, Paul and Nelson",Shopee PayLater,1,191.81
2025-12-31,"Marshall, Paul and Nelson",TNG eWallet Offline,1,57.89
2025-12-31,Martinez Ltd,TNG eWallet,1,38.21
2025-12-31,"May, Brown and Walters",Apple Pay,1,23.13
2025-12-31,"May, Brown and Walters",DuitNow QR,1,31.21
2025-12-31,"May, Brown and Walters",DuitNow QR Offline,1,1960.3
2025-12-31,"May, Brown and Walters",FPX,2,2110.93
2025-12-31,"May, Brown and Walters",TNG eWallet,1,42.02
2025-12-31,Mckinney-Cruz,Visa,1,35.9
2025-12-31,"Mcmillan, Fowler and Calderon",DuitNow QR,1,58.18
2025-12-31,"Mcmillan, Fowler and Calderon",PayLater by Grab,1,27.02
2025-12-31,Mejia and Sons,DuitNow QR,1,25.56
2025-12-31,Mejia and Sons,DuitNow QR Offline,1,58.1
2025-12-31,Mejia and Sons,FPX,1,11.72
2025-12-31,Mejia-Bradley,FPX,1,177.22
2025-12-31,Miranda and Sons,DuitNow QR Offline,1,20.99
2025-12-31,Miranda and Sons,TNG eWallet,1,59.02
2025-12-31,Mitchell-Wood,Apple Pay,1,22.5
2025-12-31,Mitchell-Wood,DuitNow QR,1,53.9
2025-12-31,Mitchell-Wood,Google Pay,1,40.31
2025-12-31,Mitchell-Wood,TNG eWallet,2,463.71
2025-12-31,Mitchell-Wood,TNG eWallet Offline,1,33.1
2025-12-31,Morgan-Mcbride,DuitNow QR,1,35.97
2025-12-31,Morgan-Mcbride,TNG eWallet,1,0.53
2025-12-31,Nguyen-Sheppard,FPX,1,273.19
2025-12-31,Nguyen-Sheppard,TNG eWallet,1,42.43
2025-12-31,Owen Group,TNG eWallet,2,63.019999999999996
2025-12-31,Parks LLC,TNG eWallet Offline,1,77.48
2025-12-31,Patel and Sons,Shopee PayLater,1,33.7
2025-12-31,Patel and Sons,TNG eWallet,2,61.07
2025-12-31,Peterson Group,DuitNow QR,1,1590.64
2025-12-31,Peterson Group,TNG eWallet Offline,1,19.67
2025-12-31,"Peterson, Leonard and Carter",DuitNow QR,2,114.63
2025-12-31,"Peterson, Leonard and Carter",FPX,1,39.11
2025-12-31,Phillips Ltd,TNG eWallet,1,77.4
2025-12-31,Phillips Ltd,TNG eWallet Offline,1,0.43
2025-12-31,"Ramirez, Cruz and Patrick",DuitNow QR,1,40.97
2025-12-31,"Ramirez, Cruz and Patrick",DuitNow QR Offline,1,505.85
2025-12-31,Reed Group,DuitNow QR,1,35.2
2025-12-31,Reed Group,DuitNow QR Offline,1,0.46
2025-12-31,Reed Group,FPX,2,80.75
2025-12-31,Reed Group,Mastercard,2,71.67
2025-12-31,"Rice, Prince and Johnson",DuitNow QR,1,58.42
2025-12-31,"Rice, Prince and Johnson",DuitNow QR Offline,1,38.37
2025-12-31,"Rice, Prince and Johnson",Mastercard,1,21.01
2025-12-31,Richardson-Goodman,FPX,2,75.97
2025-12-31,Richardson-Goodman,Mastercard,1,9.47
2025-12-31,Richardson-Goodman,PayLater by Grab,1,24.81
2025-12-31,Ritter-Stark,TNG eWallet Offline,1,0.66
2025-12-31,Robinson Ltd,Apple Pay,1,450.62
2025-12-31,Robinson Ltd,DuitNow QR,1,593.49
2025-12-31,Robinson Ltd,TNG eWallet,3,87.02
2025-12-31,"Roman, Willis and Rojas",FPX,1,10.86
2025-12-31,"Roman, Willis and Rojas",TNG eWallet Offline,1,1.13
2025-12-31,"Romero, Morrison and Morales",Apple Pay,1,29.53
2025-12-31,"Romero, Morrison and Morales",FPX,1,228.34
2025-12-31,"Romero, Morrison and Morales",Google Pay,1,62.7
2025-12-31,Ross Inc,DuitNow QR,1,30.06
2025-12-31,"Schmidt, Villanueva and Smith",TNG eWallet,1,461.77
2025-12-31,"Simmons, Mccarty and Weaver",DuitNow QR,1,293.82
2025-12-31,"Simmons, Mccarty and Weaver",TNG eWallet Offline,1,17.59
2025-12-31,"Simon, Butler and Scott",DuitNow QR,1,56.01
2025-12-31,"Simon, Butler and Scott",TNG eWallet,2,17.29
2025-12-31,"Smith, Ferguson and Lewis",DuitNow QR Offline,1,17.18
2025-12-31,"Smith, Ferguson and Lewis",Mastercard,1,23.57
2025-12-31,Stein-Kelly,Apple Pay,1,42.97
2025-12-31,Stein-Kelly,DuitNow QR Offline,1,69.02
2025-12-31,"Stone, Marshall and Knox",DuitNow QR,2,732.06
2025-12-31,"Stone, Marshall and Knox",Visa,1,10.37
2025-12-31,Sullivan Group,TNG eWallet,1,24.8
2025-12-31,Sullivan Group,Visa,1,22.96
2025-12-31,Thomas PLC,DuitNow QR,2,79.61
2025-12-31,Thomas PLC,DuitNow QR Offline,1,33.89
2025-12-31,Thomas PLC,FPX,1,15.61
2025-12-31,Thomas PLC,TNG eWallet Offline,1,715.89
2025-12-31,"Townsend, Bishop and Mccoy",Apple Pay,1,31.75
2025-12-31,"Townsend, Bishop and Mccoy",DuitNow QR Offline,1,22.4
2025-12-31,"Townsend, Bishop and Mccoy",Mastercard,1,18.21
2025-12-31,"Tran, Ellis and West",TNG eWallet,1,29.46
2025-12-31,"Tran, Ellis and West",Visa,1,27.02
2025-12-31,"Valdez, Moon and Miller",DuitNow QR,1,25.18
2025-12-31,Vega-Nelson,DuitNow QR,1,0.71
2025-12-31,Warren-Avila,Apple Pay,1,253.08
2025-12-31,Weaver-Green,DuitNow QR,1,37.51
2025-12-31,Weaver-Green,FPX,1,19.65
2025-12-31,"Whitehead, Payne and Smith",TNG eWallet Offline,1,14.88
2025-12-31,Williams PLC,DuitNow QR Offline,1,65.42
2025-12-31,Williams PLC,TNG eWallet,1,96.71
2025-12-31,Williams-Walker,FPX,1,52.24
2025-12-31,Williams-Walker,Mastercard,1,41.35
2025-12-31,Williams-Walker,TNG eWallet Offline,1,48.91
